id	gene_short_name
LOC105324136	receptor-type guanylate cyclase gcy-28
LOC105324420	atrial natriuretic peptide receptor 2
LOC105345759	atrial natriuretic peptide receptor 2
LOC105345761	1,5-anhydro-D-fructose reductase-like
LOC105345760	CD151 antigen-like
LOC105345762	whirlin-like
LOC105345764	EF-hand domain-containing protein 1
LOC105345763	gamma-1-syntrophin
LOC105345765	metallophosphoesterase MPPED2
LOC105341485	uncharacterized LOC105341485
LOC105341486	Golgi SNAP receptor complex member 2
LOC105341487	coiled-coil domain-containing protein 13
LOC105341489	uncharacterized LOC105341489_ncRNA
LOC105341490	uncharacterized LOC105341490_ncRNA
LOC117683411	uncharacterized LOC117683411_ncRNA
LOC117683410	uncharacterized LOC117683410_ncRNA
LOC105341512	ABC transporter G family member 22
LOC105341492	uncharacterized LOC105341492
LOC105341511	synaptojanin-1
LOC105341493	PIN2/TERF1-interacting telomerase inhibitor 1
LOC105341494	serine/threonine-protein kinase PLK1
LOC105341496	cholecystokinin receptor
LOC109620374	olfactory receptor 51V1-like
LOC109620373	olfactory receptor 51F2-like
LOC105341497	inactive phospholipase C-like protein 2
LOC105341498	ubiquitin carboxyl-terminal hydrolase 44
LOC105341499	uncharacterized LOC105341499
LOC105341500	uncharacterized LOC105341500
LOC105321645	uncharacterized LOC105321645
LOC105321664	STE20-related kinase adapter protein alpha
LOC105326861	proteasomal ubiquitin receptor ADRM1-B
LOC105326859	G-protein coupled receptor 157
LOC105326860	choline/ethanolaminephosphotransferase 1
LOC105326858	branched-chain-amino-acid aminotransferase, cytosolic
LOC105326856	transcription factor SOX-5
LOC109618582	uncharacterized LOC109618582_ncRNA
LOC105326855	sulfotransferase family cytosolic 1B member 1
LOC117683520	uncharacterized LOC117683520
LOC105334988	sulfotransferase 1A1
LOC105334987	uncharacterized LOC105334987_ncRNA
LOC105334986	sulfotransferase 1A1
LOC105334989	uncharacterized LOC105334989
LOC105334990	uncharacterized LOC105334990_ncRNA
LOC105334991	uncharacterized LOC105334991
LOC105334992	phytanoyl-CoA hydroxylase-interacting protein-like
LOC105334932	uncharacterized LOC105334932_ncRNA
LOC105334929	uncharacterized LOC105334929_ncRNA
LOC117687306	GTPase IMAP family member 4-like
LOC105334937	uncharacterized LOC105334937
LOC105334955	peptidyl-prolyl cis-trans isomerase FKBP4
LOC105334966	sodium channel modifier 1
Trnas-aga_3	NA
LOC105335377	uncharacterized LOC105335377
LOC105334984	radial spoke head 14 homolog
LOC105334993	phosphonopyruvate decarboxylase
LOC105335019	transmembrane protein 233
LOC105335035	nck-associated protein 1_transcript variant X41, mRNA
LOC105335162	dnaJ homolog subfamily C member 25 homolog
LOC105335176	uncharacterized LOC105335176
LOC105335192	helicase with zinc finger domain 2
LOC105335200	uncharacterized LOC105335200
LOC105335206	uncharacterized LOC105335206
LOC117682581	uncharacterized LOC117682581
LOC105335219	uncharacterized LOC105335219
LOC105335229	uncharacterized LOC105335229
LOC105335382	pancreatic lipase-related protein 2
LOC105335250	neuropeptide S receptor
LOC105335259	galactose-3-O-sulfotransferase 2
LOC105335295	gigasin-2
LOC105335286	EGF-like domain-containing protein 2
LOC105335268	EGF-like domain-containing protein 2
LOC105335389	mdm2-binding protein
LOC105335319	uncharacterized LOC105335319
LOC105335329	hypothetical protein
LOC105335339	beta-1,3-galactosyltransferase 5
LOC117682625	uncharacterized LOC117682625
LOC105322395	DNA polymerase delta catalytic subunit
LOC105322396	ras association domain-containing protein 9
LOC105322397	uncharacterized LOC105322397
LOC105322398	uncharacterized LOC105322398
LOC105322399	low affinity immunoglobulin epsilon Fc receptor
LOC105347567	neo-calmodulin
LOC105322401	uncharacterized LOC105322401
LOC117682685	uncharacterized LOC117682685
LOC105331727	UNC5C-like protein
LOC105331728	FMRFamide receptor
LOC105331730	homeobox protein MOX-1
LOC105331731	ribulose-phosphate 3-epimerase
LOC105331734	mucin-19
LOC105343510	putative uncharacterized protein DDB_G0286901
LOC117687309	GATA zinc finger domain-containing protein 14-like
LOC105343441	uncharacterized LOC105343441
LOC105343446	sulfotransferase 1E1-like
LOC105343440	sulfotransferase 1E1
LOC105343439	sulfotransferase family cytosolic 1B member 1
LOC105343445	D-beta-hydroxybutyrate dehydrogenase, mitochondrial-like
LOC109620611	uncharacterized LOC109620611_ncRNA
LOC105343438	D-beta-hydroxybutyrate dehydrogenase, mitochondrial-like
LOC109617405	uncharacterized LOC109617405
LOC117685481	uncharacterized LOC117685481
LOC117684766	uncharacterized LOC117684766
LOC105341380	uncharacterized LOC105341380
LOC105341381	uncharacterized LOC105341381
LOC105341382	uncharacterized LOC105341382
LOC105341383	uncharacterized LOC105341383
LOC105341384	uncharacterized LOC105341384_ncRNA
LOC105341385	uncharacterized LOC105341385
LOC105341387	cadherin-23-like
LOC105341388	protein disulfide-isomerase A6
LOC105341389	coiled-coil domain-containing protein 43
LOC105324545	lipoyltransferase 1, mitochondrial
LOC105324546	DNA ligase 1
LOC105324547	decaprenyl-diphosphate synthase subunit 1
LOC105324549	serine hydrolase RBBP9
LOC105341398	enhancer of polycomb homolog 1
LOC105341391	sialidase
LOC117687313	homeobox protein meis3-B-like
LOC105341392	uncharacterized LOC105341392
LOC105341395	centrosomal protein of 70 kDa
LOC105341394	fas apoptotic inhibitory molecule 1
LOC105341396	uncharacterized LOC105341396
LOC105341397	beta-1,3-glucan-binding protein-like
LOC105333309	CD209 antigen-like protein 2
LOC105333312	endoplasmic reticulum-Golgi intermediate compartment protein 3
Trnap-cgg	NA
LOC105333311	uncharacterized LOC105333311_ncRNA
LOC105333313	uncharacterized LOC105333313
LOC117688192	uncharacterized LOC117688192_ncRNA
LOC105333314	uncharacterized LOC105333314_ncRNA
LOC105333315	probable ATP-dependent RNA helicase DHX58
LOC105333990	antiviral innate immune response receptor RIG-I
LOC105333988	secreted frizzled-related protein 3
LOC105333989	nucleosome assembly protein 1-like 1
LOC105319021	60S ribosomal protein L15
LOC105319022	UPF0705 protein C11orf49 homolog
LOC105319023	apoptosis inhibitor 5
LOC105319024	cryptochrome-1
LOC105319039	meiosis-specific protein MEI4-like
LOC105319026	rho guanine nucleotide exchange factor 39
LOC105319027	LIM domain only protein 3
LOC105319028	uncharacterized LOC105319028
LOC105319029	histone-lysine N-methyltransferase KMT5B-A-like
LOC105319030	uncharacterized LOC105319030
LOC105319033	adenylate cyclase CyaB-like
LOC105319032	UPF0711 protein C18orf21 homolog
LOC105319031	peroxisomal membrane protein 4
LOC105319036	protein TsetseEP-like
LOC105319035	soluble guanylate cyclase 88E
LOC109617462	uncharacterized LOC109617462
LOC105338349	uncharacterized LOC105338349
LOC105338351	uncharacterized LOC105338351
LOC105348582	RING finger protein 141
LOC105348583	uncharacterized LOC105348583
LOC105348584	protein PIF
LOC105348587	carbonyl reductase [NADPH] 3-like
LOC105348588	uncharacterized LOC105348588
LOC105348590	protein lin-9 homolog
LOC105348591	M-phase inducer phosphatase
LOC105343468	atrial natriuretic peptide receptor 1
LOC117689512	uncharacterized LOC117689512_ncRNA
LOC105343467	uncharacterized LOC105343467
LOC105343466	uncharacterized LOC105343466
LOC105343465	titin
LOC105343464	uncharacterized LOC105343464
LOC117688212	uncharacterized LOC117688212_ncRNA
LOC105319227	TBC1 domain family member 9
LOC105319226	uncharacterized LOC105319226
LOC105319225	glutaredoxin-2, mitochondrial-like
LOC117689520	uncharacterized LOC117689520_ncRNA
LOC105322393	uncharacterized LOC105322393
LOC105327784	cholecystokinin receptor type A
LOC105327783	glucosidase 2 subunit beta
LOC105327782	zinc metalloproteinase dpy-31-like
LOC105327781	uncharacterized LOC105327781
LOC105327779	3-hydroxy-3-methylglutaryl-CoA lyase, cytoplasmic
LOC105327778	methenyltetrahydrofolate synthase domain-containing protein
LOC105338034	uncharacterized LOC105338034
LOC105338035	60S ribosomal protein L11
LOC105327777	dynein regulatory complex protein 1
LOC105327776	transmembrane protein 241
LOC105327775	U5 small nuclear ribonucleoprotein 40 kDa protein
LOC117689638	RBPJ-interacting and tubulin-associated protein 1-like
LOC105327772	SUMO-specific isopeptidase USPL1
LOC105322786	lysozyme 3
LOC109617956	5-hydroxytryptamine receptor 1D
LOC117689666	uncharacterized LOC117689666
LOC105319440	replication factor C subunit 1
LOC105322766	semaphorin-5A
LOC117689697	uncharacterized LOC117689697_ncRNA
LOC105322767	PTB domain-containing engulfment adapter protein 1
LOC105322768	uncharacterized LOC105322768
LOC105322769	contactin
LOC105323728	uncharacterized LOC105323728_ncRNA
LOC117689706	uncharacterized LOC117689706
LOC105322770	zinc finger protein GLI4
LOC105322772	uncharacterized LOC105322772_ncRNA
LOC105328321	peptidyl-prolyl cis-trans isomerase G
LOC105328322	solute carrier family 25 member 40
LOC117689736	mucin-2-like
LOC117689778	uncharacterized LOC117689778_ncRNA
LOC117689757	uncharacterized LOC117689757
LOC117689745	organic cation transporter protein-like
LOC105328325	cartilage matrix protein
LOC117689775	uncharacterized LOC117689775
LOC117680456	uncharacterized LOC117680456
LOC105328327	uncharacterized LOC105328327
LOC117689749	uncharacterized LOC117689749
LOC117689754	collagen alpha-1(XII) chain-like
LOC117689779	uncharacterized LOC117689779_ncRNA
LOC117689741	bifunctional purine biosynthesis protein PURH-like
LOC117689747	uncharacterized LOC117689747
LOC117689748	uncharacterized protein KIAA2013 homolog
LOC105328323	tenascin
LOC117689758	uncharacterized LOC117689758
LOC105328324	organic cation transporter protein
LOC117689767	uncharacterized LOC117689767
LOC105328328	uncharacterized protein ZK673.1-like
LOC117689761	uncharacterized LOC117689761
LOC105328330	uncharacterized LOC105328330
LOC105328329	cartilage matrix protein
LOC109618773	uncharacterized LOC109618773_ncRNA
LOC105346146	bifunctional purine biosynthesis protein PURH
LOC117680946	uncharacterized LOC117680946
LOC105346115	uncharacterized protein KIAA2013 homolog
LOC105346107	EGF-like domain-containing protein 2
LOC105340208	uncharacterized LOC105340208
LOC109617036	uncharacterized LOC109617036
LOC105346581	hypothetical protein
LOC105346580	hypothetical protein
LOC105346577	uncharacterized LOC105346577
LOC105346576	liprin-alpha-1
LOC117689809	uncharacterized LOC117689809
LOC105324981	myelin regulatory factor
LOC105324982	nodal modulator 1-like
LOC105324983	WW domain-containing oxidoreductase
LOC105324984	leucine-rich repeat-containing G-protein coupled receptor 5-like
LOC105324985	E3 ubiquitin-protein ligase TRIM33
LOC117689815	uncharacterized LOC117689815_ncRNA
LOC105325952	CD151 antigen
LOC105325949	bone morphogenetic protein receptor type-2-like
LOC117689830	uncharacterized LOC117689830_ncRNA
LOC105325951	uncharacterized LOC105325951
LOC105325948	transient receptor potential cation channel subfamily M member-like 2
LOC105325947	myosin-2 essential light chain
LOC105325946	uncharacterized LOC105325946
LOC105325945	uncharacterized LOC105325945
LOC105325944	D-beta-hydroxybutyrate dehydrogenase, mitochondrial
LOC105325942	D-beta-hydroxybutyrate dehydrogenase, mitochondrial
LOC105325941	WD repeat-containing protein 48
LOC105325940	secretion-regulating guanine nucleotide exchange factor
LOC105341411	uncharacterized LOC105341411
LOC105341412	40S ribosomal protein S10-like
LOC105341413	ER degradation-enhancing alpha-mannosidase-like protein 2
LOC105346210	ankyrin-1-like
LOC117689845	ankyrin-1-like
LOC117689850	uncharacterized LOC117689850
LOC105346209	ras-related and estrogen-regulated growth inhibitor
LOC117689855	uncharacterized LOC117689855_ncRNA
LOC105346207	probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase
LOC105346206	complement component 1 Q subcomponent-binding protein, mitochondrial
LOC105346204	complement component 1 Q subcomponent-binding protein, mitochondrial
LOC105346203	farnesyl pyrophosphate synthase
LOC105319564	acid-sensing ion channel 1A
LOC105319553	protein limb expression 1 homolog
LOC105319552	sec1 family domain-containing protein 1
LOC117686691	U4 spliceosomal RNA_ncRNA
LOC117680292	tektin-3-like
LOC109617542	uncharacterized LOC109617542_ncRNA
LOC105319549	serine protease inhibitor Cvsi-2-like
LOC105319563	uncharacterized LOC105319563
LOC105319548	fatty acid-binding protein homolog 6
LOC109617543	hypothetical protein
LOC105319546	uncharacterized LOC105319546
LOC105319547	neuropilin-1a
LOC117689892	uncharacterized LOC117689892
LOC105319545	uncharacterized LOC105319545
LOC117689893	uncharacterized LOC117689893_ncRNA
LOC105319544	uncharacterized LOC105319544
LOC117689895	uncharacterized LOC117689895_ncRNA
LOC105319542	adenylate kinase 2, mitochondrial
LOC105319541	translation initiation factor eIF-2B subunit delta
LOC105319540	uncharacterized LOC105319540
LOC105319539	matrix metalloproteinase-19
LOC105332283	uncharacterized LOC105332283
LOC105332282	uncharacterized LOC105332282_ncRNA
LOC105332281	protein quiver
LOC105332280	uncharacterized LOC105332280
LOC105332279	peroxisomal trans-2-enoyl-CoA reductase
LOC105332278	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like
LOC117689908	uncharacterized LOC117689908
LOC105344953	uncharacterized LOC105344953
LOC117689909	uncharacterized LOC117689909
LOC105344954	myosin-IIIa
LOC117689938	leucine-rich repeat-containing protein 73-like
LOC105344955	glutamate-rich protein 3
LOC105344957	very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 2
LOC105344958	uncharacterized LOC105344958
LOC105344961	uncharacterized LOC105344961_ncRNA
LOC105344962	nitric oxide synthase-interacting protein
LOC105344963	uncharacterized LOC105344963
LOC105344970	homeobox protein ARX-like
LOC105344965	uncharacterized LOC105344965
LOC105343672	uncharacterized LOC105343672
LOC117689982	uncharacterized LOC117689982
LOC105338092	uncharacterized LOC105338092
LOC105343599	uncharacterized LOC105343599
LOC117689990	uncharacterized LOC117689990_ncRNA
LOC109621029	uncharacterized LOC109621029_ncRNA
LOC105338091	uncharacterized LOC105338091
LOC105338090	uncharacterized LOC105338090
LOC105338088	uncharacterized LOC105338088
LOC105338089	ethanolamine kinase 1
LOC105338087	fatty acyl-CoA reductase 1
LOC105338085	40S ribosomal protein S13
LOC105338084	uncharacterized LOC105338084
LOC105338083	myosin light chain kinase, smooth muscle
LOC105338082	HORMA domain-containing protein 1
LOC105338081	ropporin-1-like protein
LOC105318288	potassium voltage-gated channel protein Shaker
LOC105318287	U1 small nuclear ribonucleoprotein 70 kDa
LOC105318289	centrosome and spindle pole-associated protein 1
LOC105318291	tetratricopeptide repeat protein 21B
LOC117690071	uncharacterized LOC117690071_ncRNA
LOC105318293	testis-expressed protein 49
LOC105318294	T-complex protein 1 subunit epsilon-like
LOC105318295	uncharacterized LOC105318295
LOC117680391	microtubule-associated protein tau-like
LOC105318307	brain acid soluble protein 1 homolog
LOC117687358	uncharacterized LOC117687358
LOC117690073	probable serine/threonine-protein kinase kinX
LOC105318298	DTW domain-containing protein 1
LOC105318309	uncharacterized LOC105318309
LOC109617380	eukaryotic translation initiation factor 4B
LOC105318299	leucine zipper transcription factor-like protein 1
LOC105318300	uncharacterized LOC105318300
LOC105318301	G patch domain-containing protein 8
LOC105318310	endoplasmic reticulum junction formation protein lunapark-B
LOC105321327	uncharacterized LOC105321327
LOC105349158	protein FAM221A
LOC105321329	uncharacterized LOC105321329_ncRNA
LOC105337506	uncharacterized LOC105337506
LOC117690113	uncharacterized LOC117690113_ncRNA
LOC117690123	heat shock 70 kDa protein 12A-like
LOC117690133	uncharacterized LOC117690133
LOC117690121	stress response protein NST1-like
LOC117687381	uncharacterized LOC117687381
LOC105324604	heat shock 70 kDa protein 12B
LOC105324605	uncharacterized LOC105324605
LOC105324611	uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02
LOC105325404	cryptochrome-1
LOC105325407	WASH complex subunit 2
LOC105337075	arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2
LOC105337053	uncharacterized LOC105337053
LOC105337051	von Willebrand factor A domain-containing protein 7
LOC117690191	uncharacterized LOC117690191_ncRNA
LOC105326847	uncharacterized LOC105326847
LOC105326841	von Willebrand factor A domain-containing protein 7-like
